proj_id,proj_lgl_name
P151502,Poverty Reduction Support Credit III
P151544,MSME Growth Innovation and Inclusive Finance Project
P151604,Mexico Dedicated Grant Mechanism for IP and LC
P151620,PK Fiscally Sustainable and Inclusive Growth DPCII
P151660,Addl Financing - Kenya Water Security and Climate Resilience Project
P151712,Urban Productive Safety Net Project (UPSNP)
P151739,Turkey Geothermal Development Project
P151744,Himachal Pradesh Horticulture Development Project
P151746,Modernization of Real Property Registration and Cadastre
P151752,Dominican Republic.  FCPF REDD+ Readiness Preparation Project
P151754,Pacific Islands Regional Oceanscape Program - Federated States of Micronesia
P151760,Pacific Islands Regional Oceanscape Program - Republic of the Marshall Islands
P151777,Pacific Islands Regional Oceanscape Program - Solomon Islands
P151780,Pacific Islands Regional Oceanscape Program - Tuvalu
P151785,MG-Electricity Sec Operations & Governance Improvement Project(ESOGIP)
P151794,Emergency Macroeconomic and Fiscal Support Grant
P151803,Honduras Fiscal Sustainability and Enhanced Social Protection DPC
P151804,FIRST PROGRAMMATIC SHARED PROSPERITY DEVELOPMENT POLICY LOAN
P151806,Tonga Transport Sector Consolidation Project - Additional Financing
P151816,Financial Sector Support Project
P151819,Ethiopia: Transport Systems Improvement Project (TRANSIP)
P151821,Second Programmatic Resilience Building Development Policy Credit
P151831,Kenya Youth Employment and Opportunities Project
P151832,Transport and Urban Infrastructure Development Project
P151835,BI-Social Safety Nets (Merankabandi)
P151838,TZ-PSSN Additional Financing
P151844,Youth Employment and Skills Development - Additional Financing
P151847,Eastern and Southern Africa Higher Education Centers of Excellence
P151851,Integrated Water Resources Management in Ten Basins
P151861,Mozambique - Financial Sector DPO II
P151869,Burundi Coffee Sector Competitiveness Project
P151909,Mali - Economic & Environmental Rehabilitation of the Niger River
P151916,Early Childhood Development Project
P151923,Emergency Support to Social Protection Project
P151934,EU/IPA Energy Sector Technical Assistance Program - Phase 2 Project
P151941,SECOND PROGRAMMATIC FINANCIAL SECTOR DEVELOPMENT POLICY LOAN
P151946,Additional Financing to Livestock Competitiveness and Food Safety Project
P151947,Third Lagos State Development Policy Operation
P151963,Ecuador - Sustainable Family Farming Modernization Project
P151972,Citizen-Centric Service Delivery Project
P151984,Cambodia PFMMP-Additional Financing P151984
P152018,Floods Emergency Recovery Project
P152021,Power Sector Reform: Second Development Policy Credit
P152039,Geothermal Exploratory Drilling Project
P152057,Social Protection Integration
P152064,Albania Financial Sector DPL
P152066,Second Lao Environment and Social Project (Additional Financing to the Protected Area and Wildlife Project)
P152096,Supporting Education Reform in Targeted Circuits
P152104,Serbia Competitiveness and Jobs
P152117,OECS Regional Tourism Competitiveness
P152122,SEHAT Additional Financing
P152130,Croatia Innovation and Entrepreneurship Venture Capital Project
P152136,Nicaragua Strengthening the Public Health Care System
P152150,Additional Financing - Stormwater Management and Climate Change Adaptation Project
P152171,Economic Management Strengthening
P152210,India: Andhra Pradesh Rural Inclusive Growth Project
P152230,Kazakhstan: Southeast Europe and Central Asia Catastrophe Risk Insurance Facility
P152232,Vietnam HCFC Phaseout Project Stage II
P152241,Somali Core Economic Institutions and Opportunities Program (SCORE)
P152266,HN AF Social Protection
P152276,Belarus MSME Access to Finance Project
P152281,Santa Cruz Road Corridor Connector Project (San Ignacio - San Jose)
P152307,Access to Finance for MSMEs
P152309,Vietnam Dam Rehabilitation and Safety Improvement Project
P152319,CL Integrated Water Resources Management & Infrastructure Development
P152322,Sudan - FCPF REDD Readiness
P152343,Second Energy Sector Project
P152347,Bosnia and Herzegovina Employment Support Program
P152358,ICT Sector Support in Somalia Phase II
P152359,Ebola Emergency Response Project
P152377,School Sector Reform Program Additional Financing
P152394,Transforming Health Systems for Universal Care
P152398,Public Sector Modernisation Project
P152406,Federation Road Sector Modernization Project
P152411,Gaza Emergency Response for Electricity Network Rehabilitation (AF)
P152440,Energy Sector Development Policy Operation
P152441,Georgia National Innovation Ecosystem (GENIE) Project
P152460,Vinh Phuc Flood Risk and Water Management Project
P152465,Pakistan: REDD  Preparation Project
P152512,Central African Republic - LONDO Project
P152523,GZ Emergency Response Second Municipal Development Project AF
P152527,GZ Emergency Budget Support Supplemental
P152528,IMPROVING PUBLIC SECTOR PERFORMANCE PROJECT
P152623,North East Local Services Improvement Project - Additional Financing
P152625,"Social Health Insurance Project: Improving Access, Quality, Efficiency and Financial Protection"
P152636,Forestry Development Project
P152646,Emergency Primary Healthcare Restoration Project
P152653,Regional Sustainable Energy Industry Development Project
P152659,Gambia Electricity Support Project
P152670,Ghana Sankofa Gas Project
P152693,Results-based Scaling Up Rural Sanitation and Water Supply Program
P152698,National Hydrology Project
P152705,DJ HRITF Health AF
P152709,Solomon Islands Rapid Employment Project Additional Financing
P152734,First Macroeconomic Stability and Fiscal Resilience DPO
P152736,Strengthening Primary Health Care for Results
P152755,Electricity Transmission and Reform Project
P152799,Health System Strengthening and Support Project
P152801,Additional Financing for Bukhara and Samarkand Sewerage Project
P152810,Tanzania Education and Skills for Productive Jobs Program (ESPJ)
P152821,AFR RI-GLR: Displaced Persons & Border Communities
P152822,Development Response to Displacement Impacts Project in the HoA
P152851,Can Tho Urban Development and Resilience Project
P152860,Yunnan Early Childhood Education Innovation Project (YECEIP)
P152870,AF Additional Financing for Afghanistan On Farm Water Management Proj
P152881,KOSOVO: COMPETITIVENESS AND EXPORT READINESS PROJECT
P152892,AF Additional Financing: Irrigation Restoration and Development
P152898,Emergency Education System Stabilization
P152903,DRC Reinsertion and Reintegration Project
P152910,Congo - Education Sector Support Project
P152914,Additional Financing for Teacher Education Improvement Project
P152932,Public Financial Management Enhancement Project
P152936,National Electrification Project
P152959,Reduction and Phaseout of PFOS in Priority Sectors
P152975,Afghanistan Power System Development Project Additional Financing
P152980,Ebola Emergency Response Project - Additional Financing
P153012,Fortaleza Sustainable Urban Development Project
P153030,Health System Support Project Additional Financing
P153042,Inclusive Partnerships for Agricultural Competitiveness
P153064,Health Service Delivery & System Support Project
P153078,Transport & Urban Mobility Additional Financing
P153084,MG - Resilience DPO
P153085,DRC - Goma Airport Safety Improvement Project
P153104,Reproductive Health Project - Additional Financing
P153111,Africa Higher Education Centers of Excellence Project Add. Fin.
P153113,National Community Driven Development Project
P153115,Hunan Integrated Management of Agricultural Land Pollution Project
P153124,Liberia:  LACEEP Additional Financing
P153173,Anhui Road Maintenance Innovation and Demonstration Project
P153179,Additional Financing: Kenya Electricity Expansion Project
P153203,BR Manaus Service Delivery and Fiscal Management DPL
P153234,Third Development Policy Operation
P153243,AO-Fiscal Management Programmatic DPL
P153251,IN Swachh Bharat Mission Support Operation
P153268,Access to Sustainable Energy Project
P153269,Sustaining Reforms for Inclusive Growth
P153277,TZ-Zanzibar Improving Student Prospects Project
P153338,MX: Expanding Rural Finance
P153349,National Agricultural and Rural Inclusive Growth Project
P153366,Transparency and Efficiency in Tax Administration
P153370,Second South West Indian Ocean Fisheries Governance and Shared Growth Project - Madagascar
P153381,Kiribati Aviation Investment Project Additional Financing
P153401,LA-Poverty Reduction Fund II - AF
P153420,Climate Smart Agriculture Support Project
P153425,ET Clean Cooking Energy Program
P153429,Pacfic Islands Regional Ocenscape Program Forum Fisheries Agency
P153437,Smallholder Commercialization and Agribusiness Development Project
P153466,AFFC2/RI-Lake Victoria Environmental Management Project APL-1 AF
P153473,Three Gorges Modern Logistics Center Infrastructure Project
P153487,Equal Access and Simplified Environment for Investment (EASE) in Egypt
P153496,Education Modernization Project
P153497,Center West Regional Development Corridor
P153541,Shaanxi Poor Rural Areas Community Development Project
P153544,Mekong Delta Integrated Climate Resilience and Sustainable Livelihoods Project
P153548,Lushan Earthquake Reconstruction and Risk Reduction Project
P153591,KH - Livelihood Enhancement and Association of the Poor Project (LEAP)
P153603,MA-Second Capital Market Development and SME Finance DPL
P153604,Poyang Lake Basin Town Water Environment Management Project
P153613,Livestock Sector Development Project
P153665,AFCC2/RI-3A  EA PH Laboratory Networking Project Additional Financing
P153702,REGIONAL PROGRAM TO HARMONIZE AND MODERNIZE LIVING CONDITIONS SURVEYS
P153709,Environmental Land Management and Rural Livelihoods - Additional Financing
P153721,Integrated Forest Ecosystem Management
P153732,Nigeria Forest Carbon Partnership Facility (FCPF) REDD READINESS
P153743,Electricity Access Expansion Project
P153744,Philippines Social Welfare Development and Reform Project II
P153753,Malawi Agricultural Support and Fiscal Management DPO
P153781,TZ-Rural Electrification Expansion Program
P153805,SL: Western Area Power Generation Project
P153814,Metro Manila Flood Management Project
P153836,DRC High Prirority Roads Reopening and Maintenance - 2nd Additional Fin
P153863,Senegal River Basin Integrated Water Resources Management Project
P153864,ETHIOPIA OFF~GRlD RENEWABLE ENERGY PROGRAMME OF ACTIVITIES
P153892,Guangxi Rural Poverty Alleviation Pilot Project
P153958,Maldives Environmental Management Project Additional Financing
P153975,Additional Financing to TJ Health Services Improvement Project
P153987,JO-MSME Development for Inclusive Growth
P154007,GM Maternal and Child Nutrition and Health Results Project
P154012,Kiribati Road Rehabilitation Project Additional Financing
P154036,Disaster and Climate Resilience Improvement Project
P154041,MA: Transparency and Accountability DPL2 (Hakama II)
P154112,Sustainable Rural Sanitation Services Program for Results
P154114,Liberia Forest Sector Project
P154127,Siddhirganj Power Project Additional Financing
P154149,Vanuatu Aviation Investment Project
P154185,Malawi Education Sector Improvement Project (MESIP)
P154213,CL Social Inclusion for Shared Prosperity DPL
P154219,Deposit Insurance Strengthening Project
P154238,Moldova Agriculture Competitiveness Project Additional Financing
P154253,Human Development Service Delivery  Project
P154255,PK-Balochistan Integrated Water Resources Management & Development Project
P154259,Land Registration and Cadastre Modernization Project - AF
P154263,Local and Regional Competitiveness Project
P154275,Burunga Wastewater Management Project
P154278,FATA Temporarily Displaced Persons Emergency Recovery Project
P154283,Shared Infrastructure for Solar Parks Project
P154291,Indonesia Energy Sector DPL
P154299,First Programmatic Energy and Water Sector Reforms DPL
P154304,Emergency Public Services Response Project
P154327,Additional Financing for Tajikistan PAMP II
P154351,Haiti Modern Energy Services For All
P154387,Vietnam: Project for Improved Land Governance and Databases (VILG)
P154389,Myanmar Financial Sector Development Project
P154412,PNG Urban Youth Employment Project Additional Financing
P154422,Mozambique Eleventh Poverty Reduction Support Credit
P154431,AF for AR Provincial Public Health Insurance Development Project
P154440,MG ethanol clean cooking climate finance program
P154447,Smallholder Agriculture Development and Commercialization Project
P154454,Social Safety Nets Additional Financing
P154464,Second Municipal Services Improvement Project
P154482,Sahel Irrigation Initiative Support Project
P154511,Bangladesh Regional Waterway Transport Project 1
P154523,Technical Education Quality Improvement Project III
P154524,Pakistan: Third Punjab Education Sector Project
P154525,Uttarakhand Workforce Development Project
P154548,Strengthening Systems for Social Protection and Civil Registration Project
P154549,SWEDD AF for Burkina Faso
P154561,Real Estate Registration Project
P154576,GPOBA Scale-up for Bangladesh RERED II
P154577,College Education Development Project
P154580,Bangladesh Regional Connectivity Project 1
P154601,Benin Emergency Urban Env. 2nd Add. Fin.
P154621,China: Guangdong Compulsory Education Project
P154623,China: Gansu Technical and Vocational Education and Training Project
P154660,NG-Polio Eradication Support - Additional Financing
P154669,Innovative Financing for Air Pollution Control in Jing-Jin-Ji
P154672,Hebei Air Pollution Prevention and Control Program
P154680,Tana & Beles Integrated Water Resources Development Additional Finance
P154683,Zambia - Mining and Environmental Remediation and Improvement Project
P154693,Nepal Energy Sector Development Policy Credit
P154694,Building a Modern Fiscal System Technical Assistance
P154698,Sustainable Landscape Management Project
P154702,Kazakhstan Programmatic Development Policy Financing
P154713,Tunisia - Northern Tunis Wastewater Project Additional Financing
P154716,Anhui Aged Care System Demonstration Project
P154729,Tajikistan Second Dushanbe Water Supply Project - Additional Financing
P154777,PK: Additional Financing & Restructuring for FATA RLCIP
P154778,Sustainable Rural Water Supply and Sanitation Project
P154779,Indonesia Infrastructure Finance Facility - Additional Financing
P154780,The National Rural Water Supply and Sanitation Project (PAMSIMAS AF)
P154782,Indonesia National Slum Upgrading Project
P154784,Kenya Climate Smart Agriculture Project
P154803,Malawi Floods Emergency Recovery
P154805,Power Distribution Development Program-for-Results
P154807,Regional Disease Surveillance Systems Enhancement (REDISSE)
P154819,Panama Second Shared Prosperity Development Policy Loan
P154821,CO Second Programmatic Sustained Growth and Income Convergence DPL
P154839,PACIFIC RESILIENCE PROJECT UNDER PACIFIC RESILIENCE PROGRAM
P154840,Pacific Resilience Program
P154847,Andhra Pradesh Disaster Recovery Project
P154854,BO Community Investment in Rural Areas Project Additional Financing
P154861,Zimbabwe National Water Project
P154875,Somalia Recurrent Cost & Reform Financing Project - Phase 2
P154908,Livestock Development Project
P154911,Third Additional Financing for Second Health Sector Support Program
P154943,Tonga Digital Government Support Project
P154947,Regional Infrastructure Development Fund
P154948,National Affordable Housing Program
P154981,Public Expenditure and Fiscal Risk Management DPF-DDO
P154984,China Health Reform Program
P154987,National Transmission Modernization I Project
P154990,Jhelum and Tawi Flood Recovery Project
P155007,Grid-Connected Rooftop Solar Program
P155024,Second Social Protection System DPO (SPS-2)
P155038,Andhra Pradesh 24X7 Power for All
P155047,ID-Geothermal Energy Upstream Development
P155060,Local Development for Jobs Project
P155066,Third Development Policy Operation
P155086,Local Road Asset Management Program
P155087,Water Supply and Sanitation Development Project
P155097,Strengthening Social Protection and Inclusion System
P155110,Additional Financing to IDP Living Standards and Livelihoods Project
P155111,Ukraine Gas Supply Security Facility
P155118,Second Fiscal and Economic Reform Operation
P155121,"Burkina Faso Economic Governance, GovTech and Citizen Engagement Project"
P155123,Somaliland Civil Service Strengthening Project
P155133,Tonga First Inclusive Growth Development Policy Operation
P155148,Capacity Building in Public Financial Management 2
P155172,PforR on Modernization and Optimization of Public Administration
P155186,"Uganda Reproductive, Maternal and Child Health Services Improvement Project"
P155191,Providing an Education of Quality in Haiti (PEQH)
P155198,Identity and Targeting for Social Protection Project
P155201,Municipal Development and Urban Resilience Project
P155203,Timor-Leste Branch Roads Project
P155226,Water Sector Capacity Building and Advisory Services
P155229,Lesotho Transport Infrastructure and Connectivity Project (LTIC)
P155235,Caribbean Regional Communications Infrastructure Program (CARCIP)
P155256,Pacific Resilience Program
P155257,PACIFIC RESILIENCE PROJECT UNDER PACIFIC RESILIENCE PROGRAM
P155259,CI -DPO-Poverty Reduct. Support Credit 3
P155266,DRC Urban Water Supply Project Additional Financing and Restructuring
P155268,GZ-Second Municipal Development Project AF
P155293,Liberia Social Safety Nets Project
P155303,Madhya Pradesh Urban Development Project
P155323,Angola Fiscal Management  Development Policy Financing
P155324,SLU Disaster Vulnerability Reduction Project (Additional Finance)
P155350,Sindh Resilience Project
P155363,Modernization of State-Owned Financial Institutions Project
P155389,Additional Financing Skills and Training Enhancement Project
P155392,Zanzibar Urban Services Project Additional Financing
P155412,Integrated Dairy Productivity Improvement Project
P155425,Dominican Republic Strengthening Management of Public Finances DPL
P155443,ADDITIONAL FINANCING FOR SECOND CUSTOMS REFORM AND TRADE FACILITATION PROJECT
P155480,Chad-DPO Fiscal Consolidation Program
P155513,Food Security and Agriculture Productivity Project
P155522,Bihar Rural Roads Project
P155540,Third Economic Reform Development Policy Operation
P155541,Sustainable Agriculture Productivity Improvement Project
P155542,Pacific Resilience Program
P155550,Ghana Macroeconomic Stability for Competitiveness & Growth Credit
P155553,Private Sector Competitiveness DPO2
P155563,ENREP ADDITIONAL FINANCING
P155594,Integrated Nutrient Pollution Control Project - Additional Financing
P155605,Albania Competitiveness Development Policy Loan
P155617,Assam Agribusiness and Rural Transformation Project
P155642,Third South West Indian Ocean Fisheries Governance and Shared Growth Project (SWIOFish3)
P155645,Burkina-Faso eGovernment Project
P155656,Second Disaster Risk Management Development Policy Loan with a CAT-DDO
P155658,AFR RI-Southern Africa Tuberculosis and Health Systems Support Project
P155694,Serbia Public Expenditure and Public Utilities DPL 1
P155732,Emergency Operation for Development
P155759,Citizen-Centric Judicial Modernization and Justice Service Delivery
P155824,Climate Change and Green Growth in Vietnam
P155827,EASTERN PROVINCE JURISDICTIONAL SUSTAINABLE LANDSCAPE PROGRAM - EMISSIONS REDUCTION PROJECT
P155842,Modernization and restructuring of the road sector
P155846,Adaptive Social Safety Nets Project
P155875,Project for Integrated Urban and Tourism Development (PIUTD)
P155876,West Africa Regional Communications Infrastructure Project - SOP3
P155885,South Africa Partnership for Market Readiness
P155902,National Program for Innovation in Fisheries and Aquaculture
P155920,Honduras First Fiscal Sustainability and Enhanced Competitiveness DPF
P155947,Liberia Urban Water Supply Project
P155962,"IRAQ EMERGENCY FISCAL STABILIZATION, ENERGY SUSTAINABILITY, & SOEs DPF"
P155963,Pakistan Punjab Jobs and Competitiveness Program for Results
P155968,Climate Adaptation Project
P155969,Earthquake Housing Reconstruction Project
P156001,Lesotho Education Quality for Equality Project
P156012,Health System Support Project (KIRA)
P156018,Tonga Aviation Investment Project - Additional Financing
P156019,Sri Lanka Agriculture Sector Modernization Project
P156021,Ecosystem Conservation and Management
P156049,Second Additional Financing Infra & Instit Emergency Recovery
P156056,Social Safety Nets Project
P156113,Export Competitiveness for Jobs
P156125,National Urban Water Supply Project
P156129,Additional Financing to Nutrition and HIV/AIDS Project
P156143,Vietnam Coastal Cities Sustainable Environment Project
P156160,Social Safety Net
P156165,Health System Support
P156169,Supplemental DPO
P156186,Dakar Bus Rapid Transit Pilot Project
P156208,DRC Electricity Access & Services Expansion (EASE)
P156210,Cameroon: Inclusive and Resilient Cities Development Project
P156239,CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project
P156241,Innovate in India for Inclusiveness
P156242,Private Sector Development Support Project Additional Financing
P156250,"Strengthening the Science, Technology and Innovation System in Peru"
P156252,Long Term Export Finance
P156253,Infrastructure Renewal and Urban Management Project Additional Financing
P156257,Special Financing Facility for Local Development
P156334,Pacific Resilience Program
P156363,Nai Manzil - Education and Skills Training for Minorities
P156377,Azerbaijan Highway 3 Additional Financing
P156397,China HCFC Phaseout Project Stage II
P156410,Governance and Policy Program for Khyber Pakhtunkhwa (KP)
P156411,Governance and Policy Project for Balochistan
P156412,Federally Administered Tribal Areas (FATA) Governance and Policy Program
P156413,BF - Support to the National Biodigester Program
P156421,AF-DRC Human Development Systems Strengthening
P156422,Third Village Community Support Project
P156433,Second Ethiopia Urban Water Supply and Sanitation Project
P156444,Second Programmatic Inclusive Growth DPO
P156455,SEE Catastrophe Risk Insurance Facility TA SECO
P156473,Strengthening Rights and Economies of Adat and Local Communities
P156475,Oromia National Regional State Forested Landscape Program
P156479,Chad Safety Nets Project
P156484,Additional Financing Productive Social Safety Nets Project
P156492,Zambia Agribusiness and Trade Project
P156505,Vanuatu Infrastructure Reconstruction and Improvement Project
P156507,GEF China Sustainable Cities Integrated Approach Pilot
P156559,MZ - Emergency Resilient Recovery Project
P156584,Modernization and Upgrade of Transmission Substations
P156590,Trade Logistics Project
P156629,Macroeconomic & Fiscal Management Operation
P156634,Water and Sanitation Development Project
P156651,Productivity and Transparency Support Credit
P156655,Indonesia Fiscal Reform DPL
P156657,Moldova Education Reform Additional Financing
P156678,Vietnam Urban  Water Supply and Wastewater  Project - Additional Financing
P156679,Health System Performance Reinforcement Project
P156687,Himachal Pradesh Public Financial Management Capacity Building Program
P156719,Haiti: Renewable Energy for All
P156738,Small Town Water Supply and Urban Septage Management Project
P156739,Cote d'Ivoire Urban Water Supply and Sanitation Project
P156746,AF UG Science and Technology Support
P156759,"West Africa Region Fisheries Program AF Guinea, Sierra Leone & Liberia"
P156761,Third Programmatic Resilience Building Development Policy Credit
P156766,Access to Long Term Finance
P156777,Kenya Urban Support Program
P156778,Belarus Health System Modernization Project
P156797,Nepal Livestock Sector Innovation Project
P156823,Bangladesh Insurance Sector Development Project
P156826,Supplemental Financing for Second Poverty Reduction Support DPOII
P156837,State Owned Financial Institutions Strengthening Project
P156849,Support for Autonomous Higher Education Project (SAHEP)
P156858,BOOSTING HUMAN CAPITAL AND PRODUCTIVITY DEVELOPMENT POLICY FINANCING WITH A DEFERRED DRAWDOWN OPTION
P156865,WBG - DPG VII
P156867,Skills Strengthening for Industrial Value Enhancement Operation
P156869,Strengthening Public Financial Management in Rajasthan
P156879,Zimbabwe Health Sector Development Support Project AF II
P156880,Enhancing Waterway Connectivity and Water Service Provision in Colombia?s Plan Pazcifico
P156892,BF-Transport Sector Modernization and Corridor Trade Facilitation  Project
P156894,Afghanistan Digital CASA Project
P156900,Transport Sector Modernization and Corridor Trade Facilitation Project
P156917,South Sudan Health Rapid Results Project AF
P156960,Nepal Third Financial Sector Stability Credit DPC3
P156963,Moldova Economic Governance DPO1
P156972,Punjab Cities Program
P157035,Afghanistan Technical Assistance Facility
P157036,Togo Employment Opportunities for Vulnerable Youth Project
P157038,Safety Nets and Basic Services Project
P157043,Modernization of Water Supply and Sanitation Services
P157054,Madhya Pradesh Rural Connectivity project
P157055,Cote d'Ivoire - Electricity Transmission and Access Project
P157060,BF - DPO series on Energy and PFM
P157079,Heat Supply Improvement Project
P157096,STP Power Sector Recovery Project
P157097,Municipal and Agglomerations Support Program
P157114,DRC - Urban Development Project Additional Financing
P157117,Inclusive Early Childhood Education and Care
P157127,Forest Sector Modernization and Coastal Resilience Enhancement Project
P157136,Modernization and Innovation for Better Public Services in Argentina
P157141,Rajasthan State Highways Development Program II
P157198,Assam State Public Finance Institutional Reforms (ASPIRe) Project
P157206,Cote d'Ivoire Land Policy Improvement and Implementation Project
P157207,Pakistan Competitiveness and Growth Development Policy Credit
P157224,First Programmatic Electricity Distribution Reform Development Policy Loan for Rajasthan
P157231,Decentralizing Funding to Schools Project
P157233,Mali Reinsertion of Ex-combatants Project
P157241,Samoa Aviation Investment Project Additional Financing
P157245,Improvement of Solid Waste Management to Support Regional and Metropolitan Cities
P157249,Wildlife and human-elephant conflicts management in the South of Gabon
P157282,DJ- Second Additional Financing for the Rural Community Development and Water Mobilization Project (PRODERMO)
P157291,Cambodia Health Equity and Quality Improvement Project (H-EQIP)
P157303,Additional Financing to Eastern Recovery Project
P157324,Ecuador Risk Mitigation and Emergency Recovery Project
P157333,SL Supplemental Financing for Emergency Econ and Fiscal Support Op
P157343,Second Macroeconomic Stability for competitiveness and Growth
P157372,Additional Financing to PK: Tarbela 4th Extension Hydropower Project
P157392,Climate Resilience Improvement Project Additional Financing
P157395,Upper Egypt Local Development PforR
P157404,Chongqing-Dadukou Fiscal Sustainability DPO
P157405,Third Economic Management and Competitiveness Credit
P157406,Hunan Fiscal Sustainability DPO
P157416,Trans-Anatolian Natural Gas Pipeline Project
P157425,Transformation of the Tertiary Technical and Technological Institutes Project
P157427,Strategic Cities Development Project- Additional Financing
P157438,Urban Water Supply Project - Additional Financing Formerly Bamako Wate
P157465,Second Regional Development Project Additional Financing
P157469,Development Policy Credit 2: Fiscal Sustainability&Investment Climate
P157473,Gabon Statistical Development Project
P157489,Disaster Risk Management  DPL-CAT DDO
P157490,Indonesia's Infrastructure Finance Development (IIFD) - RE
P157507,PFM and accountability to support service delivery PforR
P157521,Zambia Integrated Forest Landscape Project (GEF)
P157531,Statistical Capacity Building Project
P157571,Power Sector Financial Recovery Program
P157575,Support for the National Indigenous Peoples Development Plan
P157585,Strategic Irrigation Modernization and Urgent Rehabilitation Project
P157595,Ghana: Second Additional Financing for Sustainable Land and Water Management Project
P157599,Integrated Infrastructure Development for National Tourism Strategic Areas (Indonesia Tourism Development Project)
P157607,Additional finance to Road Sector Development Project
P157662,Economic Governance Technical Assistance & Capacity Building - Additional Financing
P157671,Angola Statistics Project
P157683,Disaster Risk Management in Schools Project
P157691,"Micro, Small & Medium Enterprise and Large Enterprise Supply Chain Finance"
P157702,Tamil Nadu Rural Transformation Project
P157704,"First Fiscal Consolidation, Sustainable Energy and Competitiveness DPF"
P157715,OECS MSME Guarantee Facility Project
P157733,Hydropower Development on the Sanaga River Technical Assistance Project
P157734,Cameroon Nachtigal Hydropower Project
P157736,Additional Financing for Punjab Irrigated Agriculture Productivity Program Project
P157765,Moldova Agriculture Competitiveness Project 2nd Additional Financing
P157779,Tuvalu Aviation Investment Project Additional Financing II
P157782,Guinea Urban Water Project
P157801,Sustainable Fisheries Resources Development Project (Fourth South West Indian Ocean Fisheries Governance and Shared Growth Project)
P157804,Sri Lanka Competitiveness DPL
P157809,Supporting Egypt Education Reform Project
P157827,Mazar-e-Sharif Gas-to-Power Project
P157836,Meghalaya Community-led Landscapes Management Project
P157858,Secondary Education Improvement Project
P157864,DRC Health System Strengthening Additional Financing
P157890,Nigeria: AF - State Education Program Investment Project
P157891,Multi-Sectoral Crisis Recovery Project for North Eastern Nigeria
P157892,Safety Nets Project (Jigisemejiri)
P157898,Community and Social Development AF-2
P157899,Nigeria Youth Employment and Social Support AF
P157900,Mali - Poverty DPO
P157909,GEF Sustainable Landscape Management Project
P157918,St. Vincent and the Grenadines RDVRP AF
P157922,DR Congo - Education Quality Improvement Project (EQUIP)
P157929,Assam Inland Water Transport Project
P157932,Improving Access to Affordable Housing Project
P157943,Zambia Scaling Solar Energy Guarantee Project
P157963,Poverty Reduction Fund III
P157966,Multi Donor Facility - PH Mindanao Reconstruction & Development
P157977,Additional Financing Nigeria State Health Investment Project
P157987,National Strategy for Development of Statistics Implementation Support
P157997,National Horticulture and Livestock Project (NHLP) - Additional Financing
P158000,Amazon Sustainable Landscapes Project
P158003,Additional Financing Forest Conservation and Sustainability in the Heart of the Colombian Amazon Project
P158033,Additional Financing for Financing Energy Efficiency at MSMEs Project
P158078,Togo Economic Governance Project
P158079,China: Jiangxi Eco-industrial Parks Project
P158086,Additional Financing for Rural Competitiveness Project (COMRURAL)
P158092,Rwanda Feeder Roads Development Project - Additional Finance
P158099,PK: Punjab Tourism for Economic Growth Project
P158111,Tunisia Business Environment and Entrepreneurship DPF
P158119,Atal Bhujal Yojana (Abhy)-National Groundwater Management Improvement
P158124,Green Urban Financing and Innovation Project
P158137,Third South West Indian Ocean Fisheries Governance and Shared Growth Project (SWIOFish3)
P158138,Youth Economic Inclusion Project
P158140,DPL to reform the Indonesian maritime logistics sector
P158146,Uttarakhand Water Supply Program for Peri Urban Areas
P158194,Myanmar Flood and Landslide Emergency Recovery Project
P158215,Gansu Revitalization and Innovation Project
P158231,Integrated Feeder Road Development Project
P158249,Power Efficiency and Reliability Improvement Project (PERIP)
P158265,WAAPP -2A - Support to Groundnut Value Chain in Senegal
P158298,Strengthening Critical Infrastructure against Natural Hazards
P158299,Additional Financing CAB4
P158333,Second Regional Trade Facilitation Competitivess Credit
P158346,Strengthening Agri-Food Value Chains
P158364,NP Modernization of Rani Jamara Kulariya Irrigation Scheme - Phase 2
P158372,Agriculture Modernization Project
P158387,Banking Sector Strengthening Project
P158411,Rwanda Improved Cookstoves Project
P158413,Corridor X Highway Additional Financing
P158415,GEF sustainable cities AF to the Senegal Stormwater management and CCA project
P158418,Tï¿½rkiye Irrigation Modernization
P158434,Malawi Agricultural Commercialization Project
P158435,Skill India Mission Operation
P158463,"CI-DPO on Fiscal Management, Education and Energy Reforms"
P158499,Agriculture Commercialization Project Additional Financing
P158502,Jharkhand Municipal Development Project
P158504,Lao Road Sector Project 2  (LRSP2)
P158505,Djibouti: Sustainable Electrification Program
P158520,Colombia Territorial Development Development Policy Loan
P158522,Tamil Nadu Irrigated Agriculture Modernization Project
P158532,Additional Finance BO Rural Alliances Project II
P158535,Second Additional Financing to Third National Fadama Development Proj
P158557,Additional Financing NG-Polio Eradication Support Project
P158570,Zambia Education Enhancement Project
P158576,Zarafshon Irrigation Rehabilitation and Management Improvement Project
P158604,Congo: GEF Financing for Forest and Econ. Diversification Proj.
P158622,Hezhou Urban Water Infrastructure and Environment Improvement Project
P158643,Pakistan: National Social Protection Program
P158655,Additional Financing to the Senegal Electricity Sector Support Project
P158696,Djibouti Social Safety Net Second Additional Financing
P158698,Third Social Protection System Support (SPS-3)
P158709,Senegal Rural Electrification Program
